run_id,yrs_il_single,yrs_il_double,yrs_sum_al,total_living_yrs,elapsed_time_yrs,earning_potential,earning_potential_cc,added_lc_worth_norm,man_independent_yrs,woman_independent_yrs,man_assisted_yrs,woman_assisted_yrs,roi_seed,inflation_seed,apy_roi,apy_cpi,roi_one_dollar_at_end,cpi_one_dollar_at_end,norm_one_dollar_at_end,roi_mean_shift,roi_vol_multiplier,roi_mean_reversion,inflation_mean_shift,inflation_vol_multiplier,inflation_mean_reversion,man_goes_to_al_seed,woman_goes_to_al_seed,man_goes_to_al,woman_goes_to_al,man_age_to_al,woman_age_to_al,man_age_at_death,woman_age_at_death,exp_norm_al_cc,exp_norm_cc,exp_norm_lc,exp_norm_non_taylor,exp_norm_total_cc,exp_norm_total_lc,entrance_fee_cc,entrance_fee_lc,earn_norm_cc,earn_norm_lc,cum_mo_earn_lc_norm,cum_mo_earn_cc_norm,cum_mo_earn_inv_lc_norm,cum_mo_earn_inv_cc_norm,cum_mo_earn_ss_man_norm,cum_mo_earn_ss_woman_norm,cum_mo_earn_ss_norm,cum_mo_earn_pen_man_norm,cum_mo_earn_pen_woman_norm,cum_mo_earn_pen_norm,cum_mo_exp_lc_norm,cum_mo_exp_cc_norm,cum_mo_exp_al_cc_norm,cum_mo_exp_non_taylor_norm,cum_mo_exp_total_lc_norm,cum_mo_exp_total_cc_norm,start_pile,worth_norm_lc,worth_norm_cc,man_age_at_start,woman_age_at_start,ticker,current_date,history_years,al_cum_running_avg_yrs,start_clock,man_dob,woman_dob,constant_monthly_roi,constant_monthly_cpi
11,6.023861053407607,6.678631202041894,5.928587105321483,25.30971056281288,16.996926699384655,378790137.89400095,408181446.74170214,-1658081.9366707318,6.678631202041894,12.702492255449501,1.6666108345263257,4.261976270795158,862966,392617,11.137006716933096,2.2456644116690017,6.020018499059924,1.458691068680648,1.458691068680648,0.0017596431538599473,0.9166391867704914,0.006085407514717035,0.0006775812778951349,1.26035502974954,0.04604966508319485,994512,456246,True,True,75.61003990499462,82.92298952066093,77.27742527225062,87.18591073054203,789762.7768795718,498285.3626149843,1184425.3612650451,1007946.542143753,2615765.1860248265,3092371.9034087984,481000.0,900000.0,19155514.125245444,18069569.55466347,23798442.98942184,25122206.683644995,16199612.064789096,17296351.015613355,702780.0,544068.0,1246848.0,960126.7391184326,261194.86399856393,1221321.6031169954,1351199.9999999998,566763.1848710763,871002.1294554961,1164384.0,3419629.8260065317,3085311.5835589534,6300000.0,26678813.16341531,28336895.10008604,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
12,1.093808212019253,10.159342860382578,6.389766957133046,27.802260889917456,11.33493500893242,136593309.26987505,147191938.26692647,-2102869.3211972592,10.159342860382578,11.253151072401831,1.4180414494191564,4.97172550771389,226698,140780,11.12293548670813,3.5245650035103493,3.3045221082814358,1.4807850770955795,1.4807850770955795,0.00070746584148286,0.8883420499097499,0.12716546356629815,0.0030780705340131666,1.4519363536886227,0.19830892656360263,773971,24395,False,False,,,79.092657617884,81.474636713964,0.0,461049.07014373096,1061436.303637968,1026747.2975542692,1968796.367698,2988183.601192237,481000.0,900000.0,8143140.4496657485,7279223.735576139,9668208.487906221,10630442.003892917,5677949.7093673395,6380694.261405078,468520.0,362712.0,831232.0,636500.4735479137,173154.90533678548,809655.3788846984,1275000.0,550723.0598824018,0.0,1239940.0,3409266.9178607836,2268631.1126502203,6300000.0,12558941.570045438,14661810.891242698,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
13,1.2893831710200647,10.742227914355285,5.79361870353748,28.56745770326812,16.082465759050493,215427569.1016202,232143152.7041348,-731087.7712609023,10.742227914355285,12.03161108537535,1.7673048169053152,4.026313886632165,668030,894858,9.534960829908945,3.519185745213327,4.32653458377427,1.7441558700261104,1.7441558700261104,-0.002442877190673047,1.0467337307559843,0.45153363671763264,0.0029691668843653254,1.3111079929859013,0.2728651610236623,634355,997268,True,True,79.67583181037256,82.25220230394875,81.44178182988014,86.27966351122883,1085733.0893508247,486527.8484632928,1109658.7889051838,1070054.0356616222,2935997.18274527,3079712.8245668057,481000.0,900000.0,10090345.089061374,9560176.476765431,14275878.219180964,15011739.95248252,7415942.908172819,7861815.76149138,664885.0,514731.0,1179616.0,839350.6351621146,228338.68286969364,1067689.318031808,1358399.9999999995,590896.7103318829,1189792.6265393326,1318208.0000000002,3573419.067655145,3578193.0296958005,6300000.0,17002459.151525818,17733546.92278672,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
14,0.5536678955604568,8.363908070297864,5.752338885213383,23.03382292136957,8.996762424964237,58604664.55515379,63151952.416007385,-1327953.1530556115,8.91757596585832,8.363908070297864,1.7372948683099363,4.015044016903447,262969,992473,4.642597709073049,2.484519893748871,1.5044460231768966,1.2471665044754219,1.2471665044754219,-0.0009022382775786247,1.3799594932455417,0.2228750091720534,-0.0016429680919596052,0.9847114927655836,0.024211916001851796,286354,503068,False,False,,,77.84964783671123,78.58614482159113,0.0,374866.3704247903,907164.3569074358,890167.2623364225,1746033.6327612128,2697331.6192438584,481000.0,900000.0,2097185.4155780645,1818881.7726906613,3427388.1149400827,3740408.1364917285,869175.7271227387,1037910.8977232805,372060.0,288036.0,660096.0,551860.2001270544,150129.19028872706,701989.390415781,1016700.0,419478.6877832314,0.0,999644.0000000001,2913577.0247219033,1898643.8932179376,6300000.0,6813811.090218179,8141764.243273791,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
15,4.3127849680886605,7.528707133371833,6.108931037210205,25.479130272042532,13.664893871879642,176170357.8805537,189839872.68647075,-1852023.348904334,11.841492101460494,7.528707133371833,1.8134901727686388,4.2954408644415665,170918,730053,9.845888007119918,3.0695034022659717,3.608931641508568,1.5116311830949833,1.5116311830949833,0.008080986193485013,0.6695314780684418,0.21674290419293982,0.0018787873048995221,0.5155143062915538,0.37325521737460543,848766,924245,True,False,80.77373252017495,,82.58622695880135,77.75108318445965,277599.6724139132,463162.85655575513,1078014.7983906213,950925.8289801351,2106189.1589127537,2928940.6273707566,481000.0,900000.0,9296677.50841096,8472216.979935093,11868378.555062246,12850661.636653092,6720209.418943702,7417512.736337236,564980.0,437388.0,1002368.0,759706.2618951462,206672.06283282497,966378.3247279703,1285200.0000000005,549380.5398598195,284072.5506681607,1150663.9999999995,3333701.7614733195,2463961.494159832,6300000.0,14834676.793588925,16686700.14249326,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
16,6.964311792392771,4.930789097682076,5.030875230195769,21.85676521795269,11.915371294413985,88105920.32188094,94942287.10241207,-1681013.8543765815,11.895100890074847,4.930789097682076,2.1652956817122906,2.8655795484834785,854687,873007,6.596433185827211,3.8216227542293923,2.140918756886378,1.563494777126367,1.563494777126367,0.0008355928996662283,1.0438286194785895,0.23032688383108313,0.004036156872973891,1.4723557194944454,0.28742072050282413,170064,690337,False,False,,,80.82849066031473,75.15280943482755,0.0,434179.41498978063,992133.984295417,802740.6866471787,1717920.1016369595,2694874.670942596,481000.0,900000.0,3806572.4442528505,3345747.3770097774,5866448.47685286,6430013.599750947,1598031.4268913683,1868468.5308829092,492635.0,381381.0,874016.0,656663.0913934642,178639.98559906322,835303.0769925271,1238700.0,538054.2231094447,0.0,1022944.0000000001,3156924.8093774337,2039476.077898939,6300000.0,9009523.667475427,10690537.521852009,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
17,2.578822432994972,5.250315943681759,5.244738907760679,18.324193228119167,9.50053731425012,133132919.88788731,143463048.3014104,-607524.084989246,7.829138376676731,5.250315943681759,1.6313687820378746,3.613370125722804,676334,624162,12.882860770461768,2.1019299832940153,3.1620305952710357,1.2184915969404302,1.2184915969404302,-0.0023508091643259952,0.8160888934389781,0.3636597741174661,-0.0036682276892591142,1.3912782123555112,0.07947837073432971,498227,959676,True,True,76.76269875493679,75.4731445546452,78.39449133110193,79.08718180387002,934661.8190638808,319108.35472579213,784329.9363821115,708562.7179929094,2408979.001739164,2392892.654375021,481000.0,900000.0,9254054.26532311,8643738.940339789,10359547.54579283,11008825.24369763,7719214.822289113,8270582.165881328,392730.0,304038.0,696768.0,588135.5213562028,159997.60370636763,748133.1250625706,847800.0,344574.8754846494,963618.8890291884,770316.0000000001,2517343.0559390336,2559096.6688545886,6300000.0,14142204.489853796,14749728.57484304,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
18,2.840924025464684,8.450737164326245,6.828667832167495,26.571066186284668,16.58624064833638,165477432.16010076,178317255.13696787,-745867.9908186533,8.450737164326245,11.29166118979093,1.5505185557384351,5.27814927642906,250392,956977,6.153282640252367,2.2956637378727995,2.6919233638019184,1.4570204283130155,1.4570204283130155,-0.0029206751172059188,0.936428343931718,0.09057129382465795,-0.00044152665473231115,0.8537773959366213,0.2780765702229363,156709,652888,True,True,77.38420364552317,81.51296741206185,78.93385901147867,86.79165212153569,949711.1111687263,456502.5989913759,1090546.3951243549,1005751.7732988122,2747677.9454480615,2996298.1684231674,481000.0,900000.0,5660505.281420485,5145843.428548863,8347360.083947239,8968522.615436196,3642986.059559142,4049136.6207549023,685555.0,530733.0,1216288.0,936272.6349952761,254705.54417399984,1190978.1791692758,1245000.0000000002,519825.4754164939,1018649.2976972443,1157540.0,3300779.1627663244,3176073.7034366284,6300000.0,11346580.921180915,12092448.911999568,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
19,0.1250844702829852,8.831625697247533,7.221824147791369,25.010160012569422,14.74910504664709,182309773.85536173,196455661.8637685,-546932.7323920019,8.831625697247533,8.956710167530519,1.4545237319651863,5.767300415826183,320740,80582,10.254699950798884,4.235109109040236,4.220436763700001,1.8437705495022436,1.8437705495022436,0.0029549782054091468,0.6297858427225699,0.23317773352642113,0.0034351766387265585,1.0120478719307933,0.40196636504164485,162119,440448,False,True,,79.17753273510066,77.76477271949459,84.94356489181845,958948.5288701399,369033.0278526533,845177.7880681126,843616.1353031975,2430925.9971874207,2588793.9233713103,481000.0,900000.0,9466438.131488543,9075441.263457134,13885074.037806502,14488115.149471667,6689371.0719966,7007611.590380949,609765.0,472059.0,1081824.0,739976.8903480954,201304.8437897011,941281.7341377967,1025699.9999999997,444840.00094566244,1054897.6488316238,1024364.0000000002,2947764.103708144,3003872.482981308,6300000.0,17237309.93409836,17784242.666490357,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
20,5.505213480484688,6.368181209709709,6.684364144598059,24.925940044502166,16.334353203693436,257442363.51257342,277417983.94067866,-1136489.010693349,6.368181209709709,11.873394690194397,2.2317978396542273,4.452566304943832,38029,734008,8.086858377285067,1.2260340258184454,3.5614260776908058,1.2202241682675776,1.2202241682675776,-0.002018669963506116,0.6178787970705927,0.2590154736787695,-0.004047933611208407,1.2227632552279049,0.26690054286209025,886650,287100,True,True,75.30065641320492,82.0961416045504,77.53205062390056,86.54797839791371,820543.4838664612,468449.4486326032,1153317.8863532722,990618.2645363868,2724908.541562918,3043936.1508896593,481000.0,900000.0,10747942.740025086,9984532.852787986,12942071.200376084,13765890.806253266,9088675.592745258,9791022.12099511,675220.0,522732.0,1197952.0,1003686.4480240773,273044.93730646244,1276731.3853305392,1264200.0000000002,513013.99607758346,856694.6660132281,1092983.9999999998,3255418.5112560354,2942749.1064398685,6300000.0,15986652.68912005,17123141.699813396,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
21,2.9448960288072374,5.961487640122325,6.203072157646223,21.07094346669811,13.248732006817388,618117940.877992,666079314.4387102,-1408332.26696074,5.961487640122325,8.906383668929562,1.8663282450290788,4.336743912617144,685871,805171,20.142431597863,2.0979272092339185,11.375684329291552,1.3166618678594504,1.3166618678594504,0.006989880915408987,1.0416694786443543,0.11877918498506673,-0.0035607814303236464,1.1453080126439765,0.10653305486554407,906159,855684,True,True,74.89270826916363,79.12825040897486,76.7599608479298,83.46509510804465,805581.2166816851,362762.45231517893,879846.8541501671,791118.1388053667,2360121.1152033126,2570964.992955534,481000.0,900000.0,46302682.78620025,45178314.65288325,50316363.59153347,51585672.30510464,43731501.47676841,44856126.87306711,547755.0,424053.0,971808.0,779922.8966665274,212171.83797133228,992094.7346378594,965100.0000000001,397192.96832606284,847733.0183364112,874672.0,2739448.8163408833,2600425.2629513233,6300000.0,53876914.77519258,55285247.04215332,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
22,0.17769841875459136,5.476231871446861,6.0527733872903475,17.182935548938662,9.916699179312374,92548239.7863335,99729297.65123604,449121.0185317006,5.476231871446861,5.653930290201452,1.8540143434800558,4.198759043810292,473231,462223,9.715522991247983,3.8263726014357013,2.507985973632537,1.4511684881407707,1.4511684881407707,-0.006233895046309433,0.5451804081453926,0.45404044080060485,0.0028243267700995304,1.3388903789848756,0.3773828536679183,172462,700186,True,True,74.40809872892667,75.87561688467251,76.26166177265789,80.07556623339288,1234385.0029471065,236272.33649783922,573835.6790451899,569319.8921898286,2403063.7743262416,2043155.5712350183,481000.0,900000.0,5290977.579093701,5229342.214889295,7389610.474910962,7507613.581700652,3659998.591845399,3689058.736348662,409955.0,317373.0,727328.0,565822.7944124504,153927.60331781305,719750.3977302636,640200.0,263123.54439904686,1361421.57007667,635764.0000000001,2172142.735653688,2739266.8609750783,6300000.0,11517467.739257276,11068346.720725574,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
23,3.8028065705374736,10.36074071129643,2.9871613240038895,27.511449317134222,15.083129701499688,84137233.56742151,90665659.65348625,-1266398.5798165603,14.163547281833903,10.36074071129643,0.8808798307261209,2.1062814932777685,879804,69540,3.847228934648106,3.62389359587858,1.7672171886274297,1.7107514789550247,1.7107514789550247,0.0014289106493938757,1.0331064196411992,0.15277630865656566,0.002913198014204002,0.7003282732915479,0.2788491522630888,149854,247588,True,True,83.0954776621012,80.58207902968576,83.97708371835151,82.68752951805992,464941.8285406855,533828.4429295104,1203280.604131248,1094598.0648936052,2528038.9184061787,3197878.6690248535,481000.0,900000.0,2218925.196781611,1867844.4988744915,4945368.318067783,5431080.071259814,23930.527745388637,157657.3544203758,623545.0,482727.0,1106272.0,806953.5335885354,219525.308348713,1026478.841937249,1554900.0000000005,682882.7617063123,509524.37866441486,1439028.0,3892196.6641902872,3111509.8375657587,6300000.0,7353171.653877495,8619570.233694056,68.93228471494966,70.22183891524124,SPY,2026-03-29 00:00:00,25,2,2026-07-01,1957-07-26,1956-04-11,stochastic,stochastic
